proveedor,algoritmo,k_o_grupos,silueta_gower,davies_bouldin,calinski_harabasz,n_grupos,pct_ruido,ari_vs_modalidad,ari_vs_cuartil_presupuesto,entropia_tamanos,cobertura,base_aleatoria,base_modalidad,descalificado,motivos_descalificacion,segundos,notas
P1,Gaussian Mixture,3,0.18340826034545898,2.335188199172224,709.7660527995794,3,0.0,0.4560148113920084,0.019241232892752647,0.7543640024930438,100.0,-0.004609484225511551,0.13246825337409973,False,,0.06,"BIC=-201,292"
P1,Gaussian Mixture,4,0.14528046548366547,2.6205518212888212,465.1347341924375,4,0.0,0.3543377062718452,0.006950716452033314,0.5969290240846904,100.0,-0.010797911323606968,0.13246825337409973,False,,0.04,"BIC=-227,829"
P1,Gaussian Mixture,5,0.19423964619636536,2.3525375516879103,457.5824684867699,5,0.0,0.5698486680638065,0.022657138623122474,0.8564386949504009,100.0,-0.016186680644750595,0.13246825337409973,False,,0.09,"BIC=-255,246"
P1,Gaussian Mixture,6,0.12617136538028717,2.5886351346164784,341.945075874023,6,0.0,0.3336221148399687,0.023561328190016776,0.8078869899014066,100.0,-0.019253533333539963,0.13246825337409973,True,no supera la línea base modalidad (0.1262 <= 0.1325),0.09,"BIC=-270,557"
P1,Gaussian Mixture,7,0.21326099336147308,2.017435842498324,442.15970805280494,7,0.0,0.49245778240275134,0.01364260705894301,0.7850459697215615,100.0,-0.03707246109843254,0.13246825337409973,False,,0.1,"BIC=-289,162"
P1,Gaussian Mixture,8,0.1872478425502777,1.8097230006195382,415.9765909660903,8,0.0,0.4714121499652514,0.016956972365574648,0.724921046089388,100.0,-0.021642623469233513,0.13246825337409973,False,,0.11,"BIC=-286,641"
P1,Gaussian Mixture,9,0.23666633665561676,1.9213386919223951,408.8550517520472,9,0.0,0.5603459258855499,0.01952038702477242,0.7809916434904166,100.0,-0.02815980464220047,0.13246825337409973,False,,0.11,"BIC=-304,234"
P1,Gaussian Mixture,10,0.2517158091068268,1.7772207405922054,435.4958153271807,10,0.0,0.5725824949499295,0.019414650871097786,0.7598867008276917,100.0,-0.03330785036087036,0.13246825337409973,False,,0.18,"BIC=-306,307"
P2,K-Prototypes,3,0.23637723922729492,1.5743427673163757,994.689387718678,3,0.0,-0.030383967320316157,0.11570656055513448,0.8326984525135174,100.0,-0.003803954226896167,0.08373367041349411,False,,15.99,gamma=0.5000
P2,K-Prototypes,4,0.25151050090789795,1.3524842288999883,964.1614073210953,4,0.0,-0.047689372137765536,0.10532886981096129,0.7711143553668608,100.0,-0.02131405659019947,0.08373367041349411,False,,16.03,gamma=0.5000
P2,K-Prototypes,5,0.25279146432876587,1.2667651696856856,932.9193332061152,5,0.0,-0.004006096677510076,0.2183394939046104,0.8765030766650099,100.0,-0.03872617334127426,0.08373367041349411,False,,12.93,gamma=0.5000
P2,K-Prototypes,6,0.24654683470726013,1.2300802456977513,911.3162002570053,6,0.0,-0.010037107337282056,0.21671474267324958,0.8159424882638072,100.0,-0.025583287701010704,0.08373367041349411,False,,11.8,gamma=0.5000
P2,K-Prototypes,7,0.2649165391921997,1.1596070712903541,909.9590199471834,7,0.0,-0.017154830553033622,0.20417815697663277,0.8003074136427617,100.0,-0.03477594256401062,0.08373367041349411,False,,16.24,gamma=0.5000
P2,K-Prototypes,8,0.24066519737243652,1.210748699868541,875.8600212349069,8,0.0,-0.010407963976147131,0.17214905414511608,0.8546574180168294,100.0,-0.02786439098417759,0.08373367041349411,False,,17.58,gamma=0.5000
P2,K-Prototypes,9,0.23649007081985474,1.139169343197844,868.0601703943465,9,0.0,-0.004986470687724543,0.17658906515531864,0.8600678345255071,100.0,-0.037560585886240005,0.08373367041349411,False,,17.4,gamma=0.5000
P2,K-Prototypes,10,0.24409043788909912,1.1443947495426454,836.7126475605586,10,0.0,-0.00795666769886347,0.1772223304291541,0.8349877731961419,100.0,-0.048949554562568665,0.08373367041349411,False,,20.51,gamma=0.5000
P2,K-Means,3,0.23568297922611237,1.5753776895459868,994.639660883282,3,0.0,-0.027631974730173845,0.11539360228439906,0.8296501304602045,100.0,-0.003803954226896167,0.08373367041349411,False,,0.03,
P2,K-Means,4,0.24702034890651703,1.4462002974426753,874.3074325773057,4,0.0,0.0209314965125682,0.2222396404231701,0.9166926835289488,100.0,-0.02131405659019947,0.08373367041349411,False,,0.05,
P2,K-Means,5,0.2558205723762512,1.264131062993672,934.5691058297949,5,0.0,0.006460252723858539,0.21326707015332483,0.8763732316826583,100.0,-0.03872617334127426,0.08373367041349411,False,,0.05,
P2,K-Means,6,0.24914327263832092,1.2318471102941853,913.9233828551497,6,0.0,-6.488596606757839e-05,0.21154482432316765,0.8163365341126624,100.0,-0.025583287701010704,0.08373367041349411,False,,0.05,
P2,K-Means,7,0.2674698829650879,1.153767978195544,911.229383178059,7,0.0,-0.0064960642692129915,0.1995108888348917,0.7990538456184749,100.0,-0.03477594256401062,0.08373367041349411,False,,0.05,
P2,K-Means,8,0.24492967128753662,1.214503859390395,877.6993516335198,8,0.0,-0.004554444485442042,0.16924977464398983,0.8526133028977703,100.0,-0.02786439098417759,0.08373367041349411,False,,0.05,
P2,K-Means,9,0.23961710929870605,1.1335131543181254,868.9399914260813,9,0.0,0.0004895276761190665,0.16385423233787988,0.853594146723077,100.0,-0.037560585886240005,0.08373367041349411,False,,0.07,
P2,K-Means,10,0.24849702417850494,1.0836444629170927,837.3272081565475,10,0.0,0.003590926420514478,0.1596439145689651,0.8262419856916277,100.0,-0.048949554562568665,0.08373367041349411,False,,0.07,
P2,Jerárquico (average),3,0.6462892293930054,0.7673994722514129,628.5416898115581,3,0.0,-0.07207418436839301,-7.234249805754363e-05,0.22954528864616303,100.0,-0.003803954226896167,0.08373367041349411,True,entropía de tamaños 0.230 < 0.5,0.27,
P2,Jerárquico (average),4,0.518787145614624,1.0128075626466848,569.1402122434253,4,0.0,-0.10858621297844051,-0.00011726196036398034,0.30761678241865786,100.0,-0.02131405659019947,0.08373367041349411,True,entropía de tamaños 0.308 < 0.5,0.25,
P2,Jerárquico (average),5,0.43805745244026184,0.939957105744092,447.56746481492803,5,0.0,-0.10520160692953502,-0.00011052351777209805,0.27503031203746964,100.0,-0.03872617334127426,0.08373367041349411,True,entropía de tamaños 0.275 < 0.5,0.28,
P2,Jerárquico (average),6,0.44338399171829224,0.9716709192580816,419.1125315507863,6,0.0,-0.10988219694855482,1.531673681705176e-05,0.27140949312788276,100.0,-0.025583287701010704,0.08373367041349411,True,entropía de tamaños 0.271 < 0.5,0.25,
P2,Jerárquico (average),7,0.41942277550697327,0.9525379984560711,490.2806693340134,7,0.0,-0.13394879874128346,0.0004252813793548331,0.3423705814448405,100.0,-0.03477594256401062,0.08373367041349411,True,entropía de tamaños 0.342 < 0.5,0.31,
